seed,mode,device_voltage_V,certified_same_voltage_pair,reference_current_separation,predicted_current_separation,reference_temperature_rise_separation,predicted_temperature_rise_separation,current_separation_relative_error,temperature_separation_relative_error,maximum_separation_relative_error,direct_assignment_joint_error,swapped_assignment_joint_error,head_swap
20260809,R2,1.15,False,0.9942858026258266,0.9937736293156442,0.994308996657931,0.9800421764501143,0.0005151167891865469,0.014348477440886463,0.014348477440886463,1.1975332659689337,74.76493148542889,False
20260809,R2,1.175,False,0.9943090150050008,0.9940169211797673,0.994327940895354,0.9808055101004574,0.00029376564108902543,0.013599568350377693,0.013599568350377693,1.1650196922724565,78.19096679194716,False
20260809,R2,1.2,False,0.9943246772840848,0.9941305034800563,0.9943411591404221,0.9816426264818399,0.00019528209292652752,0.012770800586752062,0.012770800586752062,1.1251567899202317,81.0380425127291,False
20260809,R2,1.225,False,0.9943349797329015,0.9941844706415421,0.9943500517556412,0.9825376823039186,0.0001513665861376165,0.011879487943774403,0.011879487943774403,1.077079204008137,83.46586116130456,False
20260809,R2,1.25,False,0.9943412993652937,0.9942103937247363,0.9943555625876341,0.9834852169744893,0.0001316506119588504,0.010932050890183254,0.010932050890183254,1.021481191739252,85.59975346548555,False
20260809,R2,1.275,False,0.9943445688716509,0.9942223000930995,0.9943583738084858,0.9844774928124811,0.0001229641940822561,0.009936941505465483,0.009936941505465483,0.9601274807119128,87.51630618321153,False
20260809,R2,1.3,False,0.994345454461932,0.9942270894256827,0.9943590024524221,0.9855035506408261,0.00011903814284879607,0.008905688780164482,0.008905688780164482,0.895657630238421,89.25568249482308,False
20260809,R2,1.3250000000000002,False,0.9943444505676845,0.9942285219305871,0.9943578530437691,0.9865507539127946,0.00011658800633043463,0.007851397871577829,0.007851397871577829,0.8290318411024151,90.8341381443211,False
20260809,R2,1.35,True,0.9943419342026315,0.9942287557432489,0.9943552484560396,0.987606329932919,0.00011382247443219123,0.006787230754400769,0.006787230754400769,0.7590728736757119,92.25343198338109,False
20260809,R2,1.375,False,0.9943381981768717,0.9942290296151678,0.9943514493031569,0.9886584012074967,0.0001097901718993754,0.0057253882414008425,0.0057253882414008425,0.6859246616826321,93.5073349676087,False
20260809,R2,1.4,False,0.9943334725622653,0.994230025783178,0.9943466670830368,0.989696529652885,0.00010403630365654754,0.004676575669321792,0.004676575669321792,0.610819890564696,94.5859158729135,False
20260809,R2,1.425,False,0.9943279393167559,0.9942320871443643,0.9943410735373873,0.9907119058530663,9.639895310341213e-05,0.0036498217572468812,0.0036498217572468812,0.5355546283555348,95.47826701349565,False
20260809,R2,1.4500000000000002,False,0.9943217427389053,0.9942353516004919,0.9943348078373144,0.9916972725784626,8.688449090471152e-05,0.002652562535338028,0.002652562535338028,0.4624871417219691,96.1741988885294,False
20260809,R2,1.475,False,0.994314997261829,0.9942398302022781,0.9943279823219247,0.9926464825589566,7.559682772351206e-05,0.0016910916647859646,0.0016910916647859646,0.394889365918081,96.66527919448039,False
20260809,R2,1.5,False,0.9943077934648182,0.9942454309717469,0.9943206873573239,0.9935528894535499,6.271950545015072e-05,0.0007721833745757067,0.0007721833745757067,0.3375675352871724,96.9454631696653,False
20260809,R2,1.525,False,0.9943002028065141,0.9942518711705481,0.9943129945748042,0.9944031015674637,4.860869567313588e-05,9.062236252687878e-05,9.062236252687878e-05,0.2968851836289207,97.01144133010325,False
20260809,R2,1.55,True,0.9942922814444033,0.9942582960405745,0.9943049612787327,0.9951571170869136,3.418049648283244e-05,0.0008570366651745918,0.0008570366651745918,0.2762919362707911,96.86283430455721,False
20260809,H0,0.75,True,0.4330624854423076,0.4198275820427533,0.4334179118904736,0.0,0.030561186536480652,1.0,1.0,0.9999648233257127,0.9999740759425982,False
20260809,H0,0.775,False,0.43399339950473514,0.4198270488928499,0.43437572905347316,0.0,0.032641857291036275,1.0,1.0,1.0000127429611125,1.000021662503538,False
20260809,H0,0.8,False,0.4349595692265123,0.4198287646435551,0.43537017235712894,0.0,0.034786692036375376,1.0,1.0,0.9998466961968366,0.9998552757397491,False
20260809,H0,0.825,False,0.4359615105377544,0.4198363212358636,0.43640180719644023,0.0,0.03698764434961358,1.0,1.0,0.9991220848182876,0.9991303540252943,False
20260809,H0,0.85,False,0.4369997663143146,0.4198644080835239,0.43747125494211486,0.0,0.039211367034155356,1.0,1.0,0.9965048790150536,0.996512943951288,False
20260809,H0,0.875,False,0.43807490739504795,0.4199738481223397,0.43857911059980725,0.0,0.041319552814252085,1.0,1.0,0.9867633202443216,0.9867715725794699,False
20260809,H0,0.9,False,0.43918753440807284,0.42041158965971026,0.4397260615151122,0.0,0.04275154296824108,1.0,1.0,0.9501549583101867,0.9501652805861822,False
20260809,H0,0.925,False,0.44033827752632887,0.4219565327959148,0.44091277439587406,0.0,0.041744598797262195,1.0,1.0,0.8341176894018694,0.8341407253570959,False
20260809,H0,0.95,True,0.9902742947429363,0.4256518291823958,0.9937416252885147,0.0,0.5701677490347359,1.0,1.0,0.7980754309277436,0.798173797377664,False
